,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Latitude,Longitude,geometry,BuildingAge
1801,23408,2015,nonresidential,hotel,3,EAST,1.0,6.0,35770,0,35770,hotel,35770.0,No information,0.0,No information,0.0,59.0,2601945.0,0.0,568782.0,2033187.0,112.14500000000001,47.609589,-122.3264606,POINT (-122.3264606 47.609589),87
1803,23410,2015,nonresidential,hotel,3,EAST,1.0,9.0,48006,0,48006,hotel,48006.0,No information,0.0,No information,0.0,95.0,2363705.0,0.0,1241428.0,1122328.0,84.785,47.60984421,-122.3267746,POINT (-122.3267746 47.60984421),87
1806,23419,2015,nonresidential cos,small- and mid-sized office,2,GREATER DUWAMISH,1.0,2.0,21315,0,21315,office,20424.0,No information,0.0,No information,0.0,34.0,2788860.0,0.0,816946.0,1971948.0,110.545,47.59524558,-122.3229473,POINT (-122.3229473 47.59524558),42
1826,23459,2015,nonresidential,small- and mid-sized office,7,MAGNOLIA / QUEEN ANNE,1.0,4.0,57110,15812,41298,office,37055.0,parking,28202.0,No information,0.0,71.0,2103293.0,0.0,1890368.0,213004.0,24.4,47.6248209,-122.3576261,POINT (-122.3576261 47.6248209),31
1837,23504,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,41308,0,41308,distribution center,41308.0,No information,0.0,No information,0.0,20.0,1588231.0,0.0,1040360.0,547914.0,37.46,47.57469945,-122.3267812,POINT (-122.3267812 47.57469945),63
1880,23618_2015,2015,nonresidential,non-refrigerated warehouse,7,MAGNOLIA / QUEEN ANNE,1.0,1.0,38255,0,38255,non-refrigerated warehouse,38255.0,No information,0.0,No information,0.0,13.0,925097.0,0.0,416476.0,508638.0,29.92,47.65676796,-122.3704009,POINT (-122.3704009 47.65676796),58
1889,23653,2015,nonresidential,small- and mid-sized office,6,LAKE UNION,1.0,3.0,48924,0,48924,office,31325.0,parking,13143.0,No information,0.0,77.0,2023197.0,0.0,1253337.0,769913.0,54.435,47.65101371,-122.3553519,POINT (-122.3553519 47.65101371),26
1894,23671,2015,nonresidential,small- and mid-sized office,4,LAKE UNION,1.0,4.0,50333,18036,32297,office,50333.0,No information,0.0,No information,0.0,91.0,1477321.0,0.0,1477382.0,0.0,10.735,47.64160748,-122.3255231,POINT (-122.3255231 47.64160748),56
1897,23674,2015,nonresidential,small- and mid-sized office,4,LAKE UNION,1.0,3.0,57132,21908,35224,office,33705.0,parking,21908.0,No information,0.0,61.0,2286622.0,0.0,2286717.0,0.0,14.925,47.64108252,-122.3262268,POINT (-122.3262268 47.64108252),15
1903,23689,2015,nonresidential,worship facility,1,DELRIDGE,1.0,2.0,24224,0,24224,worship facility,24224.0,parking,0.0,No information,0.0,41.0,1064745.0,0.0,623884.0,440886.0,27.245,47.52126544,-122.3546951,POINT (-122.3546951 47.52126544),58
1904,23691,2015,nonresidential,worship facility,1,DELRIDGE,1.0,1.0,23706,0,23706,worship facility,23706.0,No information,0.0,No information,0.0,77.0,398357.0,0.0,187572.0,210793.0,12.809999999999999,47.51981437,-122.3547556,POINT (-122.3547556 47.51981437),52
1912,23716_2015,2015,nonresidential,supermarket/grocery store,2,SOUTHEAST,1.0,1.0,67450,0,67450,supermarket/grocery store,42760.0,No information,0.0,No information,0.0,1.0,10851443.0,0.0,6924747.0,3926985.0,256.84,47.52263582,-122.268551,POINT (-122.268551 47.52263582),56
1913,23722,2015,sps-district k-12,k-12 school,6,BALLARD,1.0,1.0,39971,0,39971,k-12 school,40271.0,No information,0.0,No information,0.0,94.0,1499128.0,0.0,579552.0,919600.0,51.55,47.69493726,-122.3870895,POINT (-122.3870895 47.69493726),57
1918,23742,2015,nonresidential,small- and mid-sized office,7,MAGNOLIA / QUEEN ANNE,1.0,2.0,43016,5400,37616,office,43016.0,No information,0.0,No information,0.0,100.0,1137520.0,0.0,114193.0,1023332.0,57.86,47.63069544,-122.374333,POINT (-122.374333 47.63069544),36
1920,23744,2015,nonresidential,small- and mid-sized office,7,MAGNOLIA / QUEEN ANNE,1.0,2.0,20671,0,20671,office,20671.0,No information,0.0,No information,0.0,99.0,628023.0,0.0,191369.0,436662.0,24.645000000000003,47.6313675,-122.3738745,POINT (-122.3738745 47.6313675),75
1922,23757_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,21600,0,21600,non-refrigerated warehouse,21600.0,No information,0.0,No information,0.0,55.0,523133.0,0.0,260985.0,262159.0,15.74,47.580646,-122.333694,POINT (-122.333694 47.580646),88
1926,23762,2015,nonresidential,worship facility,1,SOUTHWEST,1.0,1.0,35844,0,35844,worship facility,35844.0,No information,0.0,No information,0.0,4.0,1162519.0,0.0,1162567.0,0.0,7.07,47.50943452,-122.3740225,POINT (-122.3740225 47.50943452),38
1927,23768,2015,nonresidential,small- and mid-sized office,4,LAKE UNION,1.0,3.0,31774,0,31774,office,19896.0,retail store,13941.0,parking,0.0,83.0,1703060.0,0.0,1510719.0,192404.0,19.810000000000002,47.66114819,-122.34176,POINT (-122.34176 47.66114819),99
1941,23834_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,26094,0,26094,No information,0.0,No information,0.0,No information,0.0,7.0,678713.0,0.0,678741.0,0.0,4.73,47.5616226,-122.3386303,POINT (-122.3386303 47.5616226),62
1942,23835,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,2.0,23687,0,23687,No information,0.0,No information,0.0,No information,0.0,86.0,571345.0,0.0,571369.0,0.0,5.77,47.5616226,-122.3386303,POINT (-122.3386303 47.5616226),32
1943,23836,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,2.0,24221,0,24221,No information,0.0,No information,0.0,No information,0.0,11.0,1564180.0,0.0,1564245.0,0.0,10.455,47.5616226,-122.3386303,POINT (-122.3386303 47.5616226),32
1944,23846_2015,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,2.0,3.0,34030,0,34030,office,34030.0,No information,0.0,No information,0.0,49.0,1757194.0,0.0,1568628.0,188631.0,20.95,47.61843872,-122.35874939,POINT (-122.35874939 47.61843872),36
1947,23857_2015,2015,nonresidential,mixed use property,7,DOWNTOWN,1.0,2.0,34455,0,34455,office,34550.0,retail store,23085.0,parking,11465.0,48.0,4700396.0,0.0,4700590.0,0.0,32.77,47.60455844,-122.339397,POINT (-122.339397 47.60455844),115
1948,23858,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,2.0,32027,0,32027,office,17526.0,retail store,14501.0,No information,0.0,73.0,3158151.0,0.0,1394287.0,1763922.0,115.905,47.60455844,-122.339397,POINT (-122.339397 47.60455844),115
1951,23867,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,3.0,34425,0,34425,office,34425.0,non-refrigerated warehouse,15536.0,No information,0.0,86.0,1958735.0,0.0,1179577.0,779207.0,49.84,47.5875381,-122.3210393,POINT (-122.3210393 47.5875381),101
1953,23877,2015,sps-district k-12,k-12 school,2,GREATER DUWAMISH,1.0,2.0,52609,0,52609,k-12 school,52609.0,No information,0.0,No information,0.0,66.0,1711397.0,0.0,1085542.0,625900.0,43.66,47.55250231,-122.2975161,POINT (-122.2975161 47.55250231),44
1956,23888,2015,nonresidential,medical office,1,SOUTHWEST,1.0,3.0,40304,12000,28304,medical office,20106.0,parking,16412.0,No information,0.0,7.0,1916966.0,0.0,1917045.0,0.0,13.515,47.57290555,-122.3864134,POINT (-122.3864134 47.57290555),31
1961,23896,2015,nonresidential,distribution center,1,GREATER DUWAMISH,1.0,1.0,29619,0,29619,distribution center,15000.0,office,14619.0,No information,0.0,80.0,734495.0,0.0,403749.0,330763.0,31.415,47.52876282,-122.3276188,POINT (-122.3276188 47.52876282),25
1963,23906,2015,nonresidential,k-12 school,3,CENTRAL,1.0,2.0,21592,0,21592,k-12 school,20700.0,No information,0.0,No information,0.0,43.0,1545485.0,0.0,505257.0,1040249.0,56.505,47.59725267,-122.3058343,POINT (-122.3058343 47.59725267),93
1965,23910,2015,nonresidential,small- and mid-sized office,3,CENTRAL,1.0,3.0,25200,0,25200,office,16000.0,retail store,8000.0,No information,0.0,50.0,1658751.0,0.0,1186764.0,472036.0,35.21,47.59975168,-122.3144352,POINT (-122.3144352 47.59975168),108
1966,23912,2015,nonresidential,small- and mid-sized office,3,CENTRAL,1.0,1.0,45068,0,45068,office,45068.0,No information,0.0,No information,0.0,100.0,270004.0,0.0,131065.0,138944.0,8.44,47.59974199,-122.3130114,POINT (-122.3130114 47.59974199),68
1967,23918,2015,nonresidential,small- and mid-sized office,3,CENTRAL,1.0,2.0,28296,0,28296,office,26899.0,No information,0.0,No information,0.0,73.0,1489392.0,0.0,1489454.0,0.0,9.82,47.59689331,-122.31126404,POINT (-122.31126404 47.59689331),52
1970,23928,2015,nonresidential,small- and mid-sized office,3,CENTRAL,1.0,3.0,31357,0,31357,office,25500.0,medical office,5000.0,parking,0.0,56.0,1963054.0,0.0,1765121.0,198007.0,22.65,47.61737581,-122.3051172,POINT (-122.3051172 47.61737581),16
1971,23930,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,160000,0,160000,distribution center,160000.0,No information,0.0,No information,0.0,89.0,1476506.0,0.0,1476567.0,0.0,9.18,47.55774104,-122.3353165,POINT (-122.3353165 47.55774104),47
1972,23934_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,53550,0,53550,non-refrigerated warehouse,53550.0,No information,0.0,No information,0.0,15.0,3986851.0,0.0,1526411.0,2460503.0,141.32,47.55596446,-122.3355596,POINT (-122.3355596 47.55596446),55
1973,23935_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,38412,0,38412,non-refrigerated warehouse,32000.0,office,8000.0,No information,0.0,47.0,1689261.0,0.0,486549.0,1202732.0,67.27,47.55713099,-122.3374982,POINT (-122.3374982 47.55713099),91
1981,23951,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,1.0,24291,0,24291,office,24023.0,No information,0.0,No information,0.0,85.0,664539.0,0.0,367771.0,296783.0,18.97,47.55489374,-122.3250112,POINT (-122.3250112 47.55489374),62
1982,23952_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,36544,0,36544,non-refrigerated warehouse,36544.0,No information,0.0,No information,0.0,4.0,1303247.0,0.0,1303301.0,0.0,9.09,47.55456447,-122.3262284,POINT (-122.3262284 47.55456447),49
1984,23956,2015,nonresidential,k-12 school,5,NORTH,1.0,2.0,23923,0,23923,k-12 school,23923.0,No information,0.0,No information,0.0,72.0,872555.0,0.0,433811.0,438762.0,22.92,47.69077274,-122.3187621,POINT (-122.3187621 47.69077274),84
1986,23960,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,21349,0,21349,distribution center,13000.0,office,8349.0,No information,0.0,65.0,698177.0,0.0,423751.0,274444.0,17.285,47.58220496,-122.3208007,POINT (-122.3208007 47.58220496),68
1987,23963_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,38630,0,38630,non-refrigerated warehouse,38500.0,No information,0.0,No information,0.0,31.0,422133.0,0.0,422151.0,0.0,2.94,47.58076626,-122.3205443,POINT (-122.3205443 47.58076626),79
1990,23975_2015,2015,nonresidential cos,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,22803,0,22803,non-refrigerated warehouse,19373.0,other,3430.0,No information,0.0,81.0,626612.0,0.0,404932.0,221697.0,14.6,47.5829049,-122.3228994,POINT (-122.3228994 47.5829049),30
1992,23977,2015,nonresidential,refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,41550,0,41550,refrigerated warehouse,41550.0,No information,0.0,No information,0.0,99.0,448676.0,0.0,448694.0,0.0,3.805,47.58253577,-122.3219367,POINT (-122.3219367 47.58253577),64
1994,24012,2015,sps-district k-12,k-12 school,1,GREATER DUWAMISH,1.0,2.0,64493,0,64493,k-12 school,64493.0,No information,0.0,No information,0.0,81.0,2231695.0,0.0,1754868.0,476900.0,33.065,47.52347517,-122.3247703,POINT (-122.3247703 47.52347517),15
1995,24018,2015,nonresidential,k-12 school,2,SOUTHEAST,1.0,2.0,42252,0,42252,k-12 school,42252.0,No information,0.0,No information,0.0,44.0,2300803.0,0.0,326016.0,1974800.0,104.75,47.55095067,-122.2800394,POINT (-122.2800394 47.55095067),103
1997,24029,2015,nonresidential,worship facility,2,SOUTHEAST,1.0,3.0,22895,0,22895,worship facility,22895.0,parking,0.0,No information,0.0,98.0,393493.0,0.0,196900.0,196601.0,12.365,47.54180145,-122.28297424,POINT (-122.28297424 47.54180145),34
1998,24030,2015,nonresidential,retail store,2,GREATER DUWAMISH,1.0,2.0,54211,17471,36740,retail store,30000.0,supermarket/grocery store,5000.0,parking,4000.0,100.0,1147582.0,0.0,1147629.0,0.0,8.42,47.5390235,-122.2824236,POINT (-122.2824236 47.5390235),13
2002,24035_2015,2015,sps-district k-12,sps-district k-12,2,SOUTHEAST,1.0,1.0,41428,0,41428,No information,0.0,No information,0.0,No information,0.0,94.0,1223425.0,0.0,628424.0,595027.0,35.98,47.49933098,-122.2626561,POINT (-122.2626561 47.49933098),54
2013,24083_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,52325,0,52325,non-refrigerated warehouse,52325.0,No information,0.0,No information,0.0,67.0,784762.0,0.0,520964.0,263820.0,17.64,47.59324495,-122.3254719,POINT (-122.3254719 47.59324495),78
2016,24089,2015,nonresidential,retail store,2,GREATER DUWAMISH,1.0,1.0,25880,0,25880,retail store,25880.0,No information,0.0,No information,0.0,99.0,312563.0,0.0,312576.0,0.0,1.6600000000000001,47.58774009,-122.3243218,POINT (-122.3243218 47.58774009),71
2017,24091_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,45842,0,45842,non-refrigerated warehouse,49802.0,office,22198.0,No information,0.0,98.0,816846.0,0.0,702564.0,114312.0,10.97,47.58333968,-122.3253069,POINT (-122.3253069 47.58333968),55
2020,24102_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,20520,0,20520,non-refrigerated warehouse,15400.0,office,5120.0,No information,0.0,70.0,610711.0,0.0,206942.0,403777.0,22.89,47.57944487,-122.32592806,POINT (-122.32592806 47.57944487),49
2021,24104_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,22972,0,22972,non-refrigerated warehouse,22972.0,No information,0.0,No information,0.0,12.0,474811.0,0.0,474830.0,0.0,3.31,47.57816922,-122.3255771,POINT (-122.3255771 47.57816922),70
2022,24105_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,24990,0,24990,non-refrigerated warehouse,25649.0,office,6728.0,No information,0.0,69.0,591249.0,0.0,485908.0,105361.0,8.98,47.57924235,-122.3248659,POINT (-122.3248659 47.57924235),62
2025,24112,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,24354,0,24354,distribution center,18470.0,office,5884.0,No information,0.0,2.0,1088016.0,0.0,649758.0,438284.0,22.549999999999997,47.56767553,-122.3261154,POINT (-122.3261154 47.56767553),49
2026,24115,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,33600,0,33600,distribution center,24000.0,office,9600.0,No information,0.0,58.0,824483.0,0.0,626777.0,197732.0,15.11,47.56877841,-122.3249835,POINT (-122.3249835 47.56877841),56
2027,24117,2015,nonresidential,other,2,GREATER DUWAMISH,1.0,1.0,20819,0,20819,manufacturing/industrial plant,20819.0,No information,0.0,No information,0.0,2.0,1666221.0,0.0,727382.0,938869.0,53.1,47.56660145,-122.3246812,POINT (-122.3246812 47.56660145),41
2030,24132,2015,nonresidential,refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,25520,0,25520,refrigerated warehouse,25200.0,No information,0.0,No information,0.0,100.0,1025205.0,0.0,514876.0,510350.0,44.845,47.56670187,-122.3218029,POINT (-122.3218029 47.56670187),58
2043,24164,2015,sps-district k-12,k-12 school,1,DELRIDGE,1.0,1.0,41526,0,41526,k-12 school,41526.0,No information,0.0,No information,0.0,72.0,2037693.0,0.0,878029.0,1159700.0,61.875,47.53945923,-122.35896301,POINT (-122.35896301 47.53945923),45
2046,24170,2015,nonresidential,small- and mid-sized office,5,NORTH,1.0,2.0,24291,0,24291,office,24291.0,No information,0.0,No information,0.0,79.0,1067618.0,0.0,1067663.0,0.0,6.93,47.70007176,-122.3030519,POINT (-122.3030519 47.70007176),41
2047,24172,2015,nonresidential,retail store,5,NORTH,1.0,2.0,20738,0,20738,retail store,20738.0,No information,0.0,No information,0.0,44.0,497991.0,0.0,498012.0,0.0,3.5700000000000003,47.70052234,-122.3037562,POINT (-122.3037562 47.70052234),57
2051,24180,2015,nonresidential,medical office,5,NORTH,1.0,2.0,28385,7056,21329,medical office,20575.0,No information,0.0,No information,0.0,4.0,2204020.0,0.0,2204111.0,0.0,16.935,47.70439219,-122.322815,POINT (-122.322815 47.70439219),29
2059,24209,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,1.0,23143,0,23143,office,15609.0,non-refrigerated warehouse,7534.0,No information,0.0,71.0,1076389.0,0.0,556990.0,519422.0,35.17,47.5702588,-122.3244415,POINT (-122.3244415 47.5702588),32
2060,24216,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,1.0,28800,0,28800,office,28800.0,non-refrigerated warehouse,7350.0,No information,0.0,58.0,1883864.0,0.0,1102647.0,781263.0,54.65,47.57086955,-122.3267738,POINT (-122.3267738 47.57086955),53
2061,24218_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,39600,0,39600,non-refrigerated warehouse,39600.0,No information,0.0,No information,0.0,80.0,455153.0,0.0,455172.0,0.0,3.17,47.572982,-122.328269,POINT (-122.328269 47.572982),63
2062,24219_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,39600,0,39600,non-refrigerated warehouse,39600.0,No information,0.0,No information,0.0,92.0,415975.0,0.0,327520.0,88469.0,6.98,47.57257755,-122.3281661,POINT (-122.3281661 47.57257755),63
2063,24225,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,41248,0,41248,distribution center,41430.0,No information,0.0,No information,0.0,36.0,1097192.0,0.0,906782.0,190447.0,16.47,47.57738996,-122.3284072,POINT (-122.3284072 47.57738996),78
2068,24244,2015,nonresidential,worship facility,1,SOUTHWEST,1.0,2.0,35864,0,35864,worship facility,35864.0,No information,0.0,No information,0.0,75.0,1234149.0,0.0,471940.0,762228.0,43.705,47.571777,-122.387161,POINT (-122.387161 47.571777),67
2072,24250,2015,nonresidential,worship facility,2,GREATER DUWAMISH,1.0,1.0,20484,0,20484,worship facility,20484.0,No information,0.0,No information,0.0,70.0,818317.0,0.0,108506.0,709816.0,38.415000000000006,47.55399286,-122.3152868,POINT (-122.3152868 47.55399286),61
2073,24252,2015,nonresidential,medical office,4,NORTHEAST,1.0,4.0,45264,17622,27642,medical office,21743.0,No information,0.0,No information,0.0,8.0,1695067.0,0.0,1695138.0,0.0,12.355,47.66147138,-122.2862292,POINT (-122.2862292 47.66147138),31
2077,24270_2015,2015,nonresidential,worship facility,6,NORTHWEST,1.0,2.0,41600,0,41600,worship facility,41600.0,No information,0.0,No information,0.0,60.0,1189432.0,0.0,677434.0,512026.0,31.92,47.68358093,-122.3547242,POINT (-122.3547242 47.68358093),64
2079,24274,2015,nonresidential,small- and mid-sized office,4,LAKE UNION,1.0,2.0,34110,0,34110,office,34110.0,No information,0.0,No information,0.0,31.0,2559486.0,0.0,2559592.0,0.0,17.855,47.6356436,-122.3251075,POINT (-122.3251075 47.6356436),55
2090,24333_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,43390,0,43390,non-refrigerated warehouse,36430.0,office,6960.0,No information,0.0,89.0,498745.0,0.0,498766.0,0.0,3.48,47.57827219,-122.3267079,POINT (-122.3267079 47.57827219),45
2091,24344_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,35400,0,35400,non-refrigerated warehouse,35400.0,No information,0.0,No information,0.0,71.0,415586.0,0.0,415603.0,0.0,2.9,47.5827978,-122.3268508,POINT (-122.3268508 47.5827978),56
2092,24348,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,28144,0,28144,distribution center,22201.0,office,6087.0,No information,0.0,30.0,752441.0,0.0,681275.0,71194.0,8.375,47.58513352,-122.3282619,POINT (-122.3282619 47.58513352),49
2093,24351_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,3.0,71283,0,71283,non-refrigerated warehouse,57910.0,office,13373.0,No information,0.0,44.0,2337146.0,0.0,1919714.0,417512.0,35.56,47.5843869,-122.3282012,POINT (-122.3282012 47.5843869),99
